Web_link-href,TOP SELLING SKU,Product_Name,Brand_Name,Buy_Price,Low_Price,Sold_By
https://www.noon.com/uae-en/65-inch-curved-4k-crystal-uhd-hdr-smart-tv-2020-and-smart-remote-control-65tu8300-black/N41064810A/p/?o=debef0d3794e717a,N41064810A,65-Inch Curved 4K Crystal UHD HDR Smart TV (2020) And Smart Remote Control 65TU8300 Black,Samsung,AED 2299.00 Inclusive of VAT,AED 2999.00,noon
https://www.noon.com/uae-en/soft-solid-king-size-duvet-microfiber-white-220x240centimeter/N38698424A/p/?o=cc14fb0a09344d2b,N38698424A,Soft Solid King Size Duvet Microfiber White 220x240centimeter,Rahalife,AED 53.00 Inclusive of VAT,AED 44.00,Comfy BeanBags
https://www.noon.com/uae-en/nord-ce-2-lite-dual-sim-black-8gb-ram-128gb-5g-international-version/N53091867A/p/?o=e61d45c8a209e8fc,N53091867A,Nord CE 2 Lite Dual Sim Black 8GB RAM 128GB 5G - International Version,OnePlus,AED 855.00 Inclusive of VAT,AED 858.00,callmate
https://www.noon.com/uae-en/mi-android-tv-stick-with-built-in-chromecast-black/N39265265A/p/?o=f8fe138e4eb7892c,N39265265A,Mi Android TV Stick with Built in Chromecast Black,Xiaomi,AED 137.00 Inclusive of VAT,AED 135.00,Top Seller
https://www.noon.com/uae-en/steam-iron-with-non-stick-soleplate-self-clean-function-300-ml-1750-w-x1600-green-white/N35124096A/p/?o=d7bff9bfebd5d94d,N35124096A,Steam Iron with Non-Stick Soleplate/Self Clean Function 300 ml 1750 W X1600 Green/White,BLACK+DECKER,AED 59.00 Inclusive of VAT,AED 58.90,BlueOceanGlobal-UAE
https://www.noon.com/uae-en/baby-cleansing-soap-bar-with-panthenol-pack-of-2-100g-100g/N29322082A/p/?o=bbb594151feaaaea,N29322082A,"Baby Cleansing Soap Bar With Panthenol, Pack of 2, 100g+100g",Sebamed,AED 14.60 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/baby-gentle-wash-for-delicate-skin-with-allantoin-400-ml/N12832180A/p/?o=f1ac024734caf28c,N12832180A,Baby Gentle Wash For Delicate Skin With Allantoin - 400 ml,Sebamed,AED 21.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/dumbbells-set-for-home-gym-work-out-training-20kg/N38712577A/p/?o=b16490ed7b7da6ac,N38712577A,Dumbbells Set For Home Gym Work Out Training 20kg,Rock Pow,AED 93.00 Inclusive of VAT,null,world solution technology
https://www.noon.com/uae-en/6-piece-matte-liquid-lipstick-multicolour/N43312134A/p/?o=ba53aa2ddd4db43f,N43312134A,6-Piece Matte Liquid Lipstick Multicolour,Handaiyan,AED 30.00 Inclusive of VAT,AED 25.00,Best Buy
https://www.noon.com/uae-en/premium-care-baby-diapers-newborn-size-2-3-8-kg-168-count-mega-box-helps-prevent-rashes/N19461869A/p/?o=c1c9bfb607f1eb6a,N19461869A,"Premium Care Baby Diapers, Newborn, Size 2, 3 - 8 Kg, 168 Count - Mega Box, Helps Prevent Rashes",Pampers,AED 112.65 Inclusive of VAT,AED 150.00,noon
https://www.noon.com/uae-en/magic-finish-makeup-foundation-beige/N21506766A/p/?o=a795700d0884417e,N21506766A,Magic Finish Makeup Foundation Beige,M.Asam,AED 73.00 Inclusive of VAT,AED 64.80,noon
https://www.noon.com/uae-en/stand-fan-with-remote-control-6-kg-75-w-knf6159-black/N47241512A/p/?o=d72364e48fa3df2e,N47241512A,Stand Fan With Remote Control 6 kg 75 W KNF6159 Black,KRYPTON,AED 120.00 Inclusive of VAT,AED 149.50,EPSILON WORLD GENERAL TRADING LLC
https://www.noon.com/uae-en/skin-active-fast-bright-30x-vitamin-c-serum-anti-dark-spot-30ml/N45380432A/p/?o=b66f03e6785ce1dc,N45380432A,"Skin Active Fast Bright 30x Vitamin C Serum, Anti Dark Spot 30ml",GARNIER,AED 37.10 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/y20s-dual-sim-purist-blue-8gb-ram-128gb-4g-lte/N42344788A/p/?o=b352c203d0fa29be,N42344788A,Y20s Dual SIM Purist Blue 8GB RAM 128GB 4G LTE,vivo,AED 649.00 Inclusive of VAT,AED 798.00,noon
https://www.noon.com/uae-en/10-piece-granite-marble-coated-aluminum-pots-and-pans-cookware-set-with-non-stick-surface-and-wood-finish-handles-pfoa-free-black/N26505139A/p/?o=fbc391b77514913a,N26505139A,10-Piece Granite/Marble-Coated Aluminum Pots and Pans Cookware Set with Non-Stick Surface and Wood Finish Handles - PFOA-Free Black,noon east,AED 175.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/high-speed-off-road-bigfoot-climbing-remote-control-toy-car-for-ages-8-years-27x17x12cm/N20695089A/p/?o=a53aa1888b05dc0f,N20695089A,High-Speed Off-Road Bigfoot Climbing Remote Control Toy Car For Ages 8+ Years 27x17x12cm,LNKOO,AED 50.00 Inclusive of VAT,AED 44.95,LNKOO
https://www.noon.com/uae-en/32-inch-hd-edgeless-smart-tv-with-dolby-audio-lt-32n3105-black/N53228614A/p/?o=dc2c2f3c59ab018a,N53228614A,"32"" inch HD Edgeless Smart TV with Dolby Audio LT-32N3105 BLACK",JVC,AED 435.00 Inclusive of VAT,AED 515.00,Videocon - Middle East
https://www.noon.com/uae-en/c6n-wi-fi-2mp-1080p-smart-home-security-camera-white/N31172715A/p/?o=f2ca8869dc8496ce,N31172715A,C6N Wi-Fi 2MP 1080P Smart Home Security Camera White,EZVIZ,AED 89.00 Inclusive of VAT,AED 105.00,noon
https://www.noon.com/uae-en/y20s-dual-sim-dawn-white-8gb-ram-128gb-4g-lte/N42344789A/p/?o=b7327cc837176edc,N42344789A,Y20s Dual SIM Dawn White 8GB RAM 128GB 4G LTE,vivo,AED 649.00 Inclusive of VAT,AED 789.00,noon
https://www.noon.com/uae-en/24-piece-stainless-steel-cutlery-set-golden/N38900263A/p/?o=c0cdfa29214f557f,N38900263A,24-Piece Stainless Steel Cutlery Set Golden,Sunhome,AED 56.00 Inclusive of VAT,AED 49.00,TIK TIK
https://www.noon.com/uae-en/colossal-kajal-argan-oil-khol-eyeliner-long-lasting-up-to-12h-black/N20426193A/p/?o=c8c536c88e3c51cd,N20426193A,"Colossal Kajal Argan Oil Khol Eyeliner, Long Lasting Up to 12H Black",MAYBELLINE NEW YORK,AED 9.90 Inclusive of VAT,null,L’OREAL PARIS : The Official Store
https://www.noon.com/uae-en/niacinamide-10-and-zinc-1-clear-30ml/N23772548A/p/?o=b99dfa55628f598e,N23772548A,Niacinamide 10% And Zinc 1% Clear 30ml,The Ordinary,AED 49.00 Inclusive of VAT,AED 48.00,noon
https://www.noon.com/uae-en/fit-me-liquid-concealer-25-medium/N11031274A/p/?o=f9a1f3426739fa8f,N11031274A,Fit Me Liquid Concealer 25 Medium,MAYBELLINE NEW YORK,AED 24.60 Inclusive of VAT,null,L’OREAL PARIS : The Official Store
https://www.noon.com/uae-en/false-lash-x-fiber-01-mascara-extreme-black/N11073341A/p/?o=bbcda53c183aa0ba,N11073341A,False Lash X Fiber 01 Mascara Extreme Black,L'OREAL PARIS,AED 25.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/watch-series-7-gps-45mm-aluminium-case-with-sport-band-midnight/N51219502A/p/?o=c69513a583bc49ad,N51219502A,Watch Series 7 GPS 45mm Aluminium Case With Sport Band Midnight,Apple,AED 1469.00 Inclusive of VAT,AED 1440.00,noon
https://www.noon.com/uae-en/brow-styling-soap-clear/N49964841A/p/?o=e91ca38c20503fef,N49964841A,Brow Styling Soap Clear,Beckisue,AED 11.00 Inclusive of VAT,AED 11.00,Mosh-Exclusives
https://www.noon.com/uae-en/yoga-mat-blue-10mm/N16273364A/p/?o=f2ade4791f07f8cc,N16273364A,Yoga Mat Blue 10mm,Emfil,AED 33.00 Inclusive of VAT,AED 22.90,XIANGZHUWAN IMPAORT AND EXPORT FZCO
https://www.noon.com/uae-en/12-piece-stainless-steel-cookware-set-silver/N26502542A/p/?o=b03a90315561debe,N26502542A,12-Piece Stainless Steel Cookware Set Silver,Amal,AED 109.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/classic-edt-100ml/N11202757A/p/?o=c6a91cc11b2e14ee,N11202757A,Classic EDT 100ml,CARRERA,AED 22.50 Inclusive of VAT,AED 22.35,noon
https://www.noon.com/uae-en/men-s-digital-watch-1257-50-mm-black/N30544719A/p/?o=c3a34aa14563be8f,N30544719A,Men's Digital Watch 1257 - 50 mm - Black,SKMEI,AED 29.00 Inclusive of VAT,AED 35.00,noon
https://www.noon.com/uae-en/facial-tissue-5-boxes-x-150-sheets-x-2-ply/N48940340A/p/?o=d00d64eca68fa3ee,N48940340A,Facial Tissue 5 Boxes X 150 Sheets X 2 Ply,Viva,AED 8.95 Inclusive of VAT,null,VIVA
https://www.noon.com/uae-en/mi-box-s-4k-hdr-android-tv-streaming-black/N21583813A/p/?o=a2e106f7914dd97c,N21583813A,Mi Box S 4K HDR Android TV Streaming Black,Xiaomi,AED 187.00 Inclusive of VAT,AED 171.00,Top Seller
https://www.noon.com/uae-en/15-bar-espresso-coffee-making-machine-1-2-l-850-w-cm-8500a-gs-silver-black/N31981756A/p/?o=d14c5c36bd7b45ee,N31981756A,15-Bar Espresso Coffee Making Machine 1.2 L 850 W CM-8500A-GS Silver/Black,noon east,AED 125.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/canister-bagged-vacuum-cleaner-high-suction-power-1-4-l-1000-w-vch3002b-tr-blue/N44288782A/p/?o=c8fb6a2ab8d0393a,N44288782A,Canister Bagged Vacuum Cleaner High Suction Power 1.4 L 1000 W VCH3002B-TR Blue,noon east,AED 139.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/galaxy-a13-dual-sim-light-blue-4gb-ram-64gb-4g-middle-east-version/N52856958A/p/?o=b3e7dc572b8abe6d,N52856958A,Galaxy A13 Dual SIM Light Blue 4GB RAM 64GB 4G - Middle East Version,Samsung,AED 537.00 Inclusive of VAT,AED 539.00,FONEND
https://www.noon.com/uae-en/playstation-5-console-disc-version-with-extra-wireless-controller-international-version/N42342017A/p/?o=e2928d4ea33d845c,N42342017A,PlayStation 5 Console (Disc Version) With Extra Wireless Controller - International Version,Sony,AED 2959.00 Inclusive of VAT,AED 2815.00,Futurestore
https://www.noon.com/uae-en/iphone-13-128gb-midnight-5g-with-facetime-international-specs/N50838860A/p/?o=c98a5d02bbbdbe2d,N50838860A,iPhone 13 128GB Midnight 5G With Facetime - International Specs,Apple,AED 2960.00 Inclusive of VAT,AED 2960.00,MANGO PHONES
https://www.noon.com/uae-en/top-quality-material-4-piece-infant-socks-and-wrist-rattles-toy-set-for-kids/N15441865A/p/?o=af16bec1a3b471dc,N15441865A,Top-Quality Material 4-Piece Infant Socks And Wrist Rattles Toy Set For Kids,QiaoKai,AED 15.00 Inclusive of VAT,AED 14.00,al oyalah
https://www.noon.com/uae-en/neo-hair-lotion-120ml/N37619548A/p/?o=fb1b04b8ac036e0f,N37619548A,Neo Hair Lotion 120ml,Green Wealth,AED 125.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/usb-rechargeable-electric-arc-lighter-silver-27x8-4x3cm/N40859230A/p/?o=dd43674ad651f59e,N40859230A,USB Rechargeable Electric Arc Lighter Silver 27x8.4x3cm,Click N Pick,AED 35.85 Inclusive of VAT,null,Click N Pick
https://www.noon.com/uae-en/florence-edp-75ml/N13134087A/p/?o=ca10ddcccc11660e,N13134087A,Florence EDP 75ml,roberto cavalli,AED 109.00 Inclusive of VAT,AED 119.00,IMPULSE TRADING LLC
https://www.noon.com/uae-en/65-inch-4k-uhd-hdr-smart-tv-vidaa-os-65a6ge-black/N46959531A/p/?o=e95a95b101212c3b,N46959531A,65-Inch 4K UHD HDR Smart TV (Vidaa OS) 65A6GE Black,Hisense,AED 1749.00 Inclusive of VAT,AED 1949.00,noon
https://www.noon.com/uae-en/mi-4s-65-inch-uhd-smart-tv-4s-65-l-65m5-5sin-l65m5-5asp-grey/N38839537A/p/?o=dcd63945e2c34bef,N38839537A,Mi 4S 65 Inch UHD Smart TV 4S-65/ L-65M5-5SIN/ L65M5-5ASP Grey,Xiaomi,AED 1909.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/portable-handheld-vacuum-cleaner-1-2-l-400-w-dx115c-black-silver/N25281642A/p/?o=e2185f2a0dc4df9a,N25281642A,Portable Handheld Vacuum Cleaner 1.2 L 400 W DX115C Black/Silver,Deerma,AED 99.00 Inclusive of VAT,null,SKY TOUCH
https://www.noon.com/uae-en/3-piece-bath-and-body-care-set-aqua-musk-200ml/N29099391A/p/?o=ec8bdfc89493eb7f,N29099391A,3-Piece Bath And Body Care Set Aqua Musk 200ml,QUWA,AED 11.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/solid-multi-purpose-bean-bag-with-polystyrene-filling-black-80x80x50cm/N12741301A/p/?o=d148ded41df7f63b,N12741301A,Solid Multi-Purpose Bean Bag With Polystyrene Filling Black 80x80x50cm,Comfy,AED 99.00 Inclusive of VAT,AED 87.00,CORPORATE COTTON
https://www.noon.com/uae-en/galaxy-buds-pro-phantom-black/N43682715A/p/?o=ce70de13ee68592c,N43682715A,Galaxy Buds Pro Phantom Black,Samsung,AED 343.00 Inclusive of VAT,AED 337.95,Al-Arabia Cell
https://www.noon.com/uae-en/baby-dry-pants-diapers-size-5-12-18-kg-168-count-84-x-2-up-to-100-leakage-protection-over-12-hours/N16325583A/p/?o=f0da9458fd6bddbf,N16325583A,"Baby Dry Pants Diapers, Size 5, 12 - 18 Kg, 168 Count (84 x 2) - Up To 100% Leakage Protection Over 12 Hours",Pampers,AED 218.40 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/miracle-starter-kit-toner-serum-soap-cream-50g-clear-40ml/N30204449A/p/?o=cd7070e5830e96bc,N30204449A,Miracle Starter Kit (Toner+Serum+Soap+Cream) 50g + Clear 40ml,Some by Mi,AED 56.00 Inclusive of VAT,AED 52.00,Wholesale Korean skincare and Cosmetics
https://www.noon.com/uae-en/licorice-root-herbal-supplement/N53327132A/p/?o=c14e32cd3c047aff,N53327132A,Licorice Root Herbal Supplement,NATURE'S ANSWER,AED 51.75 Inclusive of VAT,AED 52.00,B.THREE EYES
https://www.noon.com/uae-en/iphone-13-128gb-blue-5g-with-facetime-international-specs/N50838836A/p/?o=beb2a4eb596e568e,N50838836A,iPhone 13 128GB Blue 5G With Facetime - International Specs,Apple,AED 2977.00 Inclusive of VAT,AED 2977.00,MANGO PHONES
https://www.noon.com/uae-en/freestanding-garment-steamer-1-3-l-with-quick-heating-fabric-modes-and-height-adjustable-1950-w-black-white/N28431698A/p/?o=ec1507fa68da196c,N28431698A,"Freestanding Garment Steamer 1.3 L with Quick Heating, Fabric Modes and Height Adjustable 1950 W Black/White",noon east,AED 109.00 Inclusive of VAT,null,noon Brands
